thread_id, libro_id, cantidad_palabras, timestamp_inicio_ms, timestamp_termino_ms
134692812617408, 120, 19744, 1761687979203, 1761687979259
134692812617408, 121, 47921, 1761687979265, 1761687979407
134692812617408, 122, 45082, 1761687979417, 1761687979544
134692812617408, 123, 45082, 1761687979554, 1761687979680
134692812617408, 124, 50932, 1761687979689, 1761687979842
134692812617408, 125, 28887, 1761687979853, 1761687979938
134692812617408, 126, 175701, 1761687979946, 1761687980442
134692812617408, 127, 6609, 1761687980466, 1761687980488
134692812617408, 128, 97156, 1761687980490, 1761687980757
134692812617408, 129, 20997, 1761687980772, 1761687980837
134692812617408, 130, 0, 1761687980845, 1761687980848
134692812617408, 131, 0, 1761687980848, 1761687980850
134692812617408, 132, 1618, 1761687980850, 1761687980857
134692812617408, 133, 43306, 1761687980859, 1761687980992
134692812617408, 134, 43306, 1761687981002, 1761687981133
134692812617408, 135, 22506, 1761687981141, 1761687981209
134692812617408, 136, 22506, 1761687981214, 1761687981282
134692812617408, 137, 39537, 1761687981287, 1761687981403
134692812617408, 138, 1764, 1761687981413, 1761687981421
134692812617408, 139, 1764, 1761687981423, 1761687981430
134692812617408, 140, 116553, 1761687981431, 1761687981773
134692812617408, 141, 70365, 1761687981797, 1761687982021
134692812617408, 142, 65100, 1761687982038, 1761687982230
134692812617408, 143, 20426, 1761687982245, 1761687982307
